,title,author,rating,votes_count,students_count,level,duration,platform,free
3823,Interactive Word Embeddings using and Plotly,Coursera Project Network,4.6,33.0,,Intermediate,,Coursera,False
3824,Decision-Making for Autonomous Systems,ChalmersX,,,8899,Advanced,24.0,edX,True
3825,Deep Learning A-Z™| Python ile Derin Öğrenme,Dr. Merve Ayyuce Kizrak,4.1,2959.0,44251,Beginner,10.5,Udemy,False
3826,Fundamentos Engenharia de dados e Bigdata com Azure,Eliab Sturaro Bueno,4.7,51.0,525,Mixed,2.0,Udemy,False
3827,Super Academia Data Science - cursos em,MSc Grimaldo Lopes de Oliveira,3.6,57.0,685,Beginner,13.0,Udemy,False
3828,人工知能（AI）を搭載したTwitterボットを作ろう【+Attention+Colab】,我妻 幸長 Yukinaga Azuma,4.4,97.0,1116,Beginner,6.0,Udemy,False
3829,Python para Ciencia de Datos y Machine Learning,Instituto Colombiano De Robótica Avanzada,4.0,225.0,759,Intermediate,3.5,Udemy,False
3830,le Machine Learning avec Python,Dr. Anouar DALLI,3.8,354.0,8541,Beginner,7.0,Udemy,False
3831,Data Science:Covid- Data Analysis Visualization Deployment,AutomationGig .,4.7,9.0,23,Mixed,2.0,Udemy,False
3832,Data Analysis with Shiny: R Playbook,,,,,Beginner,1.3,Pluralsight,False
3833,Applied Data Science - : Overview,Kumaran Ponnambalam,3.0,18,1003,Beginner,1.7330555555555556,Skillshare,True
3834,Applied Data Science - : Statistics,Kumaran Ponnambalam,2.7,21,518,Beginner,1.0180555555555555,Skillshare,True
3835,From Zero to R Hero - Get to know R programming,David Keellings,3.8,15,314,Beginner,3.0458333333333334,Skillshare,True
3836,Use a real sensor to learn IoT- Azure Internet of things with Power BI | Job oriented project,Anirban Ghatak,2.8,5,108,Intermediate,2.4005555555555556,Skillshare,True
3837,Introduction to Machine Learning Concepts for Absolute Beginners,Oliver Theobald,3.0,1,98,Beginner,1.5027777777777778,Skillshare,True
3838,Multivariable Calculus,Ajatshatru Mishra,2.0,2,64,Mixed,1.2672222222222222,Skillshare,True
3839,Org mode,Eric Simard,0.0,0,44,Beginner,1.0375,Skillshare,True
3840,Solar System - A Visual Python Project,Matthew Funcke,0.0,0,29,Intermediate,0.5544444444444444,Skillshare,True
3841,All you need to know about JDBC,Vinod Kumar,2.5,6,20,Beginner,1.5019444444444445,Skillshare,True
3842,SQL Database Basics - Learn how to Load and Filter Data in PostgreSQL,Henk Van Zyl,0.0,0,6,Beginner,0.6816666666666666,Skillshare,True
3843,Questionnaire Design Boot Camp: An Introduction to Survey Writing,Jessica Broome,0.0,0,3,Beginner,0.9672222222222222,Skillshare,True
3844,Applied Data Science with Python,University of Michigan,4.5,30464.0,770000,Intermediate,,Coursera,False
3845,Fake News Detection with Machine Learning,Coursera Project Network,4.6,202.0,8300,Beginner,,Coursera,False
3846,Music Recommender System Using Pyspark,Coursera Project Network,4.5,12.0,,Intermediate,,Coursera,False
3847,Aprendizado de máquina com Python,IBM,,,,Intermediate,22.0,Coursera,False
3848,Get Familiar with ML basics in a Kaggle Competition,Coursera Project Network,4.4,14.0,,Beginner,,Coursera,False
3849,¡Conceptos básicos de Python para Data Science!,IBM,,,15905,Beginner,20.0,edX,True
3850,Python for Data Science Project,IBM,,,,Intermediate,4.0,edX,True
3851,GIS Foundations,AlaskaX,,,,Beginner,16.0,edX,True
3852,L’évaluation UX : Tests utilisateurs,HECMontrealX,,,,Intermediate,24.0,edX,True
3853,Data Analysis: Statistical Modeling and Computation in Applications,MITx,,,16413,Advanced,64.0,edX,True
3854,【 TensorFlow・ で学ぶ】深層強化学習入門,井上 博樹 (Hiroki Inoue),3.8,339.0,3444,Beginner,3.5,Udemy,False
3855,"Pytorch: Advanced CV Deep Learning, DeepFake,GAN,VAE + MORE",samrat saha,3.5,1.0,30,Mixed,3.5,Udemy,False
3856,Introduction to Data Visualization in R,Ray James Hoobler,4.5,1.0,4,Beginner,2.0,Udemy,False
3857,Projects in Data Science Using R,Eduonix Learning Solutions,4.2,8.0,76,Intermediate,10.5,Udemy,False
3858,NumPy for Scientific Computation with Python - Edition,The Click Reader,4.3,12.0,1634,Beginner,1.0,Udemy,False
3859,"Machine Learning Model Deployment with Flask, React & NodeJS",Jordan Sauchuk,4.1,21.0,364,Mixed,4.0,Udemy,False
3860,Data Visualization & Storytelling,Jose Berengueres,4.0,34.0,185,Mixed,2.5,Udemy,False
3861,Artificial Intelligence - Getting started with AI and ML,Aalekh Rai,3.8,40.0,174,Beginner,1.0,Udemy,False
3862,Essential Fundamentals of R,"Geoffrey Hubona, Ph.D.",4.3,179.0,1763,Beginner,10.5,Udemy,False
3863,Learn R By Intensive Practice,Selva Prabhakaran,4.4,323.0,4659,Beginner,6.0,Udemy,False
3864,DP-: A-Z Machine Learning using Azure Machine Learning,Jitesh Khurkhuriya,4.6,4510.0,26693,Mixed,32.0,Udemy,False
3865,"Definitive If Formula Guide (IF, AND/OR, Sumif, Countif, Averageif, Maxif, Minif, Iferror,IFNA, IFS)",MS Excel Skills,0.0,0,36,Beginner,0.5305555555555556,Skillshare,True
3866,Deep Learning on Azure with Python: Reinforcement Learning,"CloudSwyft Global Systems, Inc.",,,,Mixed,30.0,FutureLearn,True
3867,DataOps Methodology,IBM,,,,Beginner,10.0,Coursera,False
3868,Cryptocurrency Forecasting using Machine Learning in PowerBI,Coursera Project Network,,,,Beginner,,Coursera,False
3869,Python para Data Science y AI,IBM,4.8,28.0,1500,Beginner,26.0,Coursera,False
3870,Инструментальная фонетика: компьютерные методы сбора и анализа данных,HSE University,,,,Mixed,,Coursera,False
3871,Feature Engineering en Français,Google Cloud,,,,Intermediate,,Coursera,False
3872,Python Crawler - 用Python結合Selenium爬蟲資料下載應用,Wendy .,0.0,0.0,0,Mixed,1.5,Udemy,False
3873,Processamento de Linguagem Natural com BERT e Python,Jones Granatyr,4.6,89.0,553,Intermediate,8.0,Udemy,False
3874,Curso completo de Machine Learning: Data Science en Python,Juan Gabriel Gomila Salas,4.6,6564.0,44281,Mixed,48.0,Udemy,False
3875,"Computer Vision Powered By Deep Learning, OpenCV And Python",Spotle Learn,0.0,0.0,1,Intermediate,2.0,Udemy,False
3876,Web Scraping For Data Science And Analytics,MrBriit .,5.0,3.0,26,Mixed,3.5,Udemy,False
3877,"Master Designing, Integrating & Deploying Enterprise AI Apps",Kapil Sachdeva,4.4,8.0,70,Mixed,5.5,Udemy,False
3878,RA: Retail Customer Analytics and Trade Area Modeling.,Haytham Omar,4.3,32.0,9130,Mixed,15.5,Udemy,False
3879,Customer Choice Modeling with R,Decision Quotient,3.1,33.0,341,Mixed,2.5,Udemy,False
3880,Hands-On Machine Learning for .NET Developers,Packt Publishing,4.5,43.0,304,Beginner,3.0,Udemy,False
3881,Deploy Computer Vision Flask Web App using Python in CLOUD,Data Science Anywhere,4.3,82.0,19895,Intermediate,6.5,Udemy,False
3882,Complete Deep Learning In R With Keras & Others,Minerva Singh,4.5,122.0,1119,Mixed,8.0,Udemy,False
3883,Machine Learning with Python Complete Certification Training,Uplatz Training,3.4,167.0,39098,Mixed,63.5,Udemy,False
3884,Machine Learning for Data Science using MATLAB,Nouman Azam,4.5,277.0,1368,Beginner,16.0,Udemy,False
3885,Deep Learning with Python and Keras,Data Weekends,4.5,2882.0,21889,Intermediate,10.0,Udemy,False
3886,Loading Data into Excel,Pratheerth Padman,4.5,103.0,,Beginner,0.8,Pluralsight,False
3887,Applied Time Series Analysis and Forecasting with R,Martin Burger,5.0,12.0,,Beginner,2.0,Pluralsight,False
3888,Ultimate Solar Energy Course For Electrical Engineering,Ahmed Mahdy,3.2,10,807,Mixed,9.782222222222222,Skillshare,True
3889,Microsoft Excel Spreadsheet Basics - The Beginner's Guide,Connor Look,3.4,12,293,Beginner,0.2238888888888889,Skillshare,True
3890,Mechanics for engineering students: Statics,Dániel Csíkos,0.0,0,284,Beginner,2.403888888888889,Skillshare,True
3891,Become a Data Rockstar: Learn Data Visualization from a Certified Tableau Master,Tariq Hussain,3.7,18,197,Beginner,1.1622222222222223,Skillshare,True
3892,Python machine learning tutorial | classification | road to machine learning part,Michal Hucko,3.3,8,22,Beginner,2.245833333333333,Skillshare,True
3893,Building Data Empathy: How to get started with any artificial intelligence (AI) project.,Franki Chamaki,0.0,0,16,Beginner,0.6625,Skillshare,True
3894,Microsoft SQL Server,Shaun Stuart,0.0,0,274,Mixed,4.833055555555555,Skillshare,True
3895,Learn SQL with SQLite,Frank A,3.0,6,156,Beginner,0.6466666666666666,Skillshare,True
3896,An Introduction to Artificial Intelligence in the Tourism Industry,Luleå University of Technology,4.6,10,,Mixed,8.0,FutureLearn,True
3897,CertNexus Certified Ethical Emerging Technologist,CertNexus,4.7,165.0,6600,Beginner,96.0,Coursera,False
3898,Apply Generative Adversarial Networks (GANs),DeepLearning.AI,4.8,373.0,12000,Intermediate,,Coursera,False
3899,Population Health: Predictive Analytics,Universiteit Leiden,5.0,13.0,2700,Intermediate,18.0,Coursera,False
3900,Generative Deep Learning with TensorFlow,DeepLearning.AI,4.9,140.0,6100,Intermediate,,Coursera,False
3901,Accounting Data Analytics with Python,University of Illinois at Urbana-Champaign,4.1,53.0,8000,Intermediate,,Coursera,False
3902,Анализ данных: финальный проект,Moscow Institute of Physics and Technology,4.7,325.0,3800,Advanced,,Coursera,False
3903,Neural Network from Scratch in TensorFlow,Coursera Project Network,4.5,259.0,9400,Intermediate,,Coursera,False
3904,Using SQL String Functions to Clean Data,Coursera Project Network,4.6,7.0,,Advanced,,Coursera,False
3905,Visualizing Data in the Tidyverse,Johns Hopkins University,4.5,8.0,,Mixed,17.0,Coursera,False
3906,Predictive Analytics,IIMBx,,,,Advanced,28.0,edX,True
3907,医療者のためのPythonデータ解析,英樹 二宮,3.3,60.0,439,Mixed,3.5,Udemy,False
3908,Google Data Studio. Анализ данных. Data Visualization.,Andrew Borysenko,3.6,12.0,52,Mixed,0.6,Udemy,False
3909,"Deep Learning: Classification des Images (TensorFlow, Keras)","Dan • 50,000+ Students Worldwide",4.5,30.0,1531,Mixed,1.0,Udemy,False
3910,Advanced Bootcamp - Classification Analysis By Spotle,Spotle Learn,0.0,0.0,0,Intermediate,4.0,Udemy,False
3911,Machine Learning and Data Science Essentials with Python & R,"AkaSkills! 35,000+ Students",4.4,64.0,4855,Mixed,5.5,Udemy,False
3912,Comprehensive Linear Modeling with R,"Geoffrey Hubona, Ph.D.",4.6,121.0,2126,Mixed,14.5,Udemy,False
3913,Bayesian Machine Learning in Python: A/B Testing,Lazy Programmer Inc.,4.6,4830.0,27329,Mixed,10.5,Udemy,False
3914,Scraping Media from the Web with R,,,,,Intermediate,1.0,Pluralsight,False
3915,Algorithmic Trading & Quantitative Analysis Using Python,Mayank Rasu,3.7,21,1333,Intermediate,12.37138888888889,Skillshare,True
3916,Learn How to create Excel Dashboards - Part - Dashboarding Techniques,Abdelrahman Abdou,3.0,2,101,Intermediate,0.9425,Skillshare,True
3917,Emotion & Sentiment Analysis with/without NLTK using Python,Attreya Bhatt,3.0,3,46,Mixed,1.2041666666666666,Skillshare,True
3918,Home Tech Essentials Everyone Should Know Part - The Amazing Internet,Shane Parsons,3.5,10,42,Beginner,0.6577777777777778,Skillshare,True
3919,SAS Advanced Programming Essentials: SAS Macro Language and SAS SQL (Proc SQL),Sharon Cheng,0.0,0,31,Mixed,1.1405555555555555,Skillshare,True
3920,Einführung in das Grafikprogramm Geo Gebra | Beginner & Fortgeschrittene |,Sven Angerer,0.0,0,1,Beginner,0.1986111111111111,Skillshare,True
3921,Microsoft Future Ready: Data Science Research Methods on Python Programming,"CloudSwyft Global Systems, Inc.",,,,Mixed,15.0,FutureLearn,True
3922,Fundamentals of Machine Learning in Finance,New York University,3.8,297.0,16000,Intermediate,,Coursera,False
3923,Traffic Sign Classification Using Deep Learning in Python/Keras,Coursera Project Network,4.6,348.0,10000,Intermediate,,Coursera,False
3924,الانحدار الخطي بأستخدام بايثون و الذكاء الاصطناعي,Omar Amil Hazzaa,5.0,9.0,10,Intermediate,1.5,Udemy,False
3925,【初学者向け】統計学の基礎をアニメーションを通じてビジネス観点で理解していこう！,ウマ たん,3.7,17.0,146,Beginner,3.0,Udemy,False
3926,Python Básico para Iniciantes - Versão,Escola de Devs Oficial,4.0,28.0,62,Beginner,2.0,Udemy,False
3927,【Kaggleで学ぼう】Python と Keras で学ぶディープラーニング開発入門,井上 博樹 (Hiroki Inoue),4.4,746.0,4643,Beginner,4.0,Udemy,False
3928,Complete NumPy course with applications - Python,Escape Velocity Labs,5.0,4.0,18,Mixed,1.5,Udemy,False
3929,Deep Learning with Apache Spark Solutions,Packt Publishing,3.8,7.0,89,Beginner,3.5,Udemy,False
3930,"Python Data Science: NumPy, Pandas, and Time Series","Ashwin Pajankar • 75,000+ Students Worldwide",3.6,21.0,2445,Intermediate,13.0,Udemy,False
3931,Regression & Classification Analysis in R & Rstudio in,Kate Alison,4.0,22.0,6848,Beginner,4.5,Udemy,False
3932,Complete Machine Learning Bootcamp [Updated],Pranjal Srivastava,4.2,32.0,5417,Mixed,5.0,Udemy,False
3933,"Machine Learning, Deep Learning & Neural Networks in Matlab",Eliott Wertheimer,4.3,70.0,316,Mixed,4.0,Udemy,False
3934,Math for Machine Learning,Richard Han,3.5,82.0,1047,Mixed,5.0,Udemy,False
3935,Learn DBT from Scratch,Jeremy Holtzman,4.3,500.0,2173,Intermediate,3.0,Udemy,False
3936,Taming Big Data with Apache Spark and Python - Hands On!,Sundog Education by Frank Kane,4.6,11494.0,65692,Mixed,7.0,Udemy,False
3937,Communicating Insights from Microsoft Azure to the Business,,,,,Intermediate,2.4,Pluralsight,False
3938,Choosing the Appropriate Microsoft Azure Services and Features,James Bannan,4.5,34.0,,Beginner,2.1,Pluralsight,False
3939,SQL Server : Microsoft SQL Server for Absolute Beginners,R Kahn,0.0,0,321,Mixed,3.848333333333333,Skillshare,True
3940,INTRODUCTION TO ARDUINO,Ahmad Halawi,4.0,22,64,Mixed,0.04,Skillshare,True
3941,SQL for Non-Technical Users,Katie Kindred,3.0,3,57,Beginner,0.5983333333333334,Skillshare,True
3942,"Pie charts are OK (-ish). How to use them, how to make them.",Jorge Camoes,0.0,0,24,Beginner,0.5661111111111111,Skillshare,True
3943,T-SQL In Two Hours,Tim Smith,4.0,7,128,Beginner,2.3066666666666666,Skillshare,True
3944,"Sequences, Time Series and Prediction",DeepLearning.AI,4.7,4219.0,86000,Intermediate,,Coursera,False
3945,Introduction to Clinical Data,Stanford University,4.6,133.0,7300,Beginner,,Coursera,False
3946,"Foundations of Sports Analytics: Data, Representation, and Models in Sports",University of Michigan,4.5,40.0,5300,Mixed,49.0,Coursera,False
3947,Getting Started with CyberGIS,University of Illinois at Urbana-Champaign,3.7,7.0,,Beginner,9.0,Coursera,False
3948,Interactive Machine Learning Dashboards using Plotly Dash,Coursera Project Network,4.5,19.0,,Intermediate,,Coursera,False
3949,Graph Analytics for Big Data,University of California San Diego,4.3,1182.0,42000,Mixed,13.0,Coursera,False
3950,Redes neuronales convolucionales con Keras,Coursera Project Network,,,,Intermediate,,Coursera,False
3951,Facial Keypoint Detection with PyTorch,Coursera Project Network,,,,Intermediate,,Coursera,False
3952,Big Data - Capstone Project,University of California San Diego,4.4,379.0,13000,Mixed,21.0,Coursera,False
3953,Decision Tree Classifier for Beginners in R,Coursera Project Network,,,,Beginner,,Coursera,False
3954,Facebook Network Analysis using Python and Networkx,Coursera Project Network,4.3,7.0,,Intermediate,,Coursera,False
3955,Google Data Studio - Création de Tableaux de Bords Interactifs,Coursera Project Network,4.4,49.0,2400,Intermediate,,Coursera,False
3956,Structural Equation Model and its Applications | 结构方程模型及其应用 (粤语),The Chinese University of Hong Kong,4.8,20.0,2500,Mixed,,Coursera,False
3957,Macroeconomics Policy,UQx,,,,Intermediate,24.0,edX,True
3958,【キカガク流】人工知能・機械学習 脱ブラックボックス講座 - 初級編 -,吉崎 亮介,4.4,11702.0,41773,Beginner,4.5,Udemy,False
3959,Phân tích và xử lý dữ liệu với phần mềm R,Da Hoang Huu,4.7,32.0,649,Beginner,9.0,Udemy,False
3960,Data Science: Car Price Prediction-Model Building Deployment,AutomationGig .,5.0,1.0,5,Mixed,1.5,Udemy,False
3961,Data Science in Marketing: An Introduction Course,Hoang Quy La,5.0,2.0,21,Intermediate,10.5,Udemy,False
3962,Artificial Intelligence (AI): What's the big deal?,Nitin Mathur,3.5,29.0,3069,Beginner,0.6,Udemy,False
3963,PySpark for Data Science - Beginners,Exam Turf,3.7,34.0,12909,Beginner,2.5,Udemy,False
3964,R Programming for Data Science and Machine Learning,The Tech X Learners,4.9,48.0,180,Beginner,7.5,Udemy,False
3965,Guide to Big Data Analytics: Origination to Opportunities,RankOne Consulting,3.9,57.0,597,Beginner,2.5,Udemy,False
3966,Computer Vision - OCR using Python,Vineeta Vashistha,4.3,67.0,334,Mixed,4.0,Udemy,False
3967,Modern Deep Convolutional Neural Networks with PyTorch,Denis Volkhonskiy,4.0,66.0,4837,Intermediate,2.0,Udemy,False
3968,"Full Stack Data Science with Python, Numpy and R Programming",Oak Academy,4.7,89.0,15204,Mixed,20.0,Udemy,False
3969,Calculus - Mathematics for Data Science - Machine Learning,Manifold AI Learning ®,4.4,102.0,1602,Intermediate,10.0,Udemy,False
3970,Cleaning Data: Python Data Playbook,Chris Achard,5.0,56.0,,Beginner,1.1,Pluralsight,False
3971,Performing Feature Engineering with MATLAB,,,,,Intermediate,0.9,Pluralsight,False
3972,Recognize the Need for Document Databases,,,,,Beginner,1.7,Pluralsight,False
3973,Apache Spark with Scala: Hands On with Big Data!,Frank Kane,3.5,20,404,Intermediate,8.826944444444445,Skillshare,True
3974,Sentiment Analysis Using Python,Mayank Rasu,3.5,2,113,Intermediate,2.3358333333333334,Skillshare,True
3975,Microsoft Access for Beginners - The Complete Beginner's Guide to Access,Chester Tugwell,3.7,18,96,Beginner,3.3991666666666664,Skillshare,True
3976,Python Getting up & ready - The Complete Python Programming Course [Part ],Samir Phuyal,0.0,0,26,Beginner,0.3675,Skillshare,True
3977,C++ Move Semantics and rvalue reference,Abhishek Kumar,4.0,3,18,Intermediate,0.6583333333333333,Skillshare,True
3978,Java Persistence using MyBatis,Vinod Kumar,0.0,0,10,Beginner,1.0894444444444444,Skillshare,True
3979,SPSS - Comparing Two Means - Do girls score higher than boys?,Ton Van Voorden,3.0,2,54,Intermediate,0.305,Skillshare,True
